referrer,views_total,views_unique
github.com,1101,105
Google,1030,296
blog.cosmos.network,84,32
pkg.go.dev,56,6
docs.cosmos.network,42,1
gitpod.io,26,5
search.brave.com,14,6
medium.com,9,5
cosmos-hackatom-vi.devpost.com,9,1
DuckDuckGo,8,3
