referrer,views_total,views_unique
Google,1022,278
github.com,1019,95
blog.cosmos.network,74,25
pkg.go.dev,65,7
docs.cosmos.network,42,1
gitpod.io,15,4
search.brave.com,13,5
DuckDuckGo,12,5
medium.com,10,6
npmjs.com,9,5
