url_path,views_total,views_unique
/ignite/cli,971,361
/ignite/cli/pulls,384,19
/ignite/cli/issues,341,49
/ignite/cli/releases,82,25
/ignite/cli/pull/3352,71,4
/ignite/cli/search,68,22
/ignite/cli/pull/3306,63,8
/ignite/cli/tree/main/ignite,53,26
/ignite/cli/pull/3369,48,5
/ignite/cli/pull/3372,45,7
