url_path,views_total,views_unique
/ignite/cli,1327,481
/ignite/cli/pulls,708,30
/ignite/cli/issues,480,69
/ignite/cli/pull/3214,115,10
/ignite/cli/commits/main,109,9
/ignite/cli/pull/3208,107,7
/ignite/cli/search,105,30
/ignite/cli/releases,98,50
/ignite/cli/tree/main/ignite,97,52
/ignite/cli/pull/3224,71,5
