referrer,views_total,views_unique
Google,1213,338
github.com,1040,132
blog.cosmos.network,47,31
t.co,36,13
medium.com,30,14
pkg.go.dev,22,14
youtube.com,22,6
dev.to,16,1
search.brave.com,14,4
Bing,12,4
