url_path,views_total,views_unique
/ignite/cli,1411,528
/ignite/cli/issues,543,76
/ignite/cli/pulls,451,29
/ignite/cli/search,182,40
/ignite/cli/releases,168,66
/ignite/cli/tree/develop/ignite,106,49
/ignite/cli/pull/2949,67,9
/ignite/cli/pull/2950,65,6
/ignite/cli/issues/2913,51,11
/ignite/cli/tree/develop/docs,49,32
