url_path,views_total,views_unique
/ignite/cli,1443,504
/ignite/cli/pulls,561,24
/ignite/cli/issues,462,72
/ignite/cli/search,190,43
/ignite/cli/releases,114,58
/ignite/cli/tree/main/ignite,108,58
/ignite/cli/blob/develop/changelog.md,107,30
/ignite/cli/commits/main,91,13
/ignite/cli/pull/3184,63,5
/ignite/cli/pull/3109,60,10
