url_path,views_total,views_unique
/ignite/cli,1543,520
/ignite/cli/issues,484,81
/ignite/cli/pulls,462,28
/ignite/cli/search,179,38
/ignite/cli/releases,114,60
/ignite/cli/tree/main/ignite,106,49
/ignite/cli/blob/develop/changelog.md,95,34
/ignite/cli/pull/3105,80,6
/ignite/cli/pull/3101,56,9
/ignite/cli/pull/3109,54,11
