url_path,views_total,views_unique
/ignite/cli,995,364
/ignite/cli/issues,268,44
/ignite/cli/pulls,261,24
/ignite/cli/commits/main,121,7
/ignite/cli/releases,107,34
/ignite/cli/search,100,27
/ignite/cli/tree/main/ignite,64,35
/ignite/cli/pull/3306,61,12
/ignite/cli/pull/3238,33,3
/ignite/cli/pull/3323,32,4
