url_path,views_total,views_unique
/ignite/cli,1542,563
/ignite/cli/pulls,405,29
/ignite/cli/issues,256,59
/ignite/cli/search,176,47
/ignite/cli/tree/develop/ignite,116,56
/ignite/cli/pull/2877,90,13
/ignite/cli/pull/2875,78,8
/ignite/cli/releases,71,43
/ignite/cli/tree/develop/docs,48,37
/ignite/cli/pull/2893,46,8
