url_path,views_total,views_unique
/ignite/cli,1282,425
/ignite/cli/pulls,468,33
/ignite/cli/issues,454,59
/ignite/cli/commits/main,147,10
/ignite/cli/releases,116,48
/ignite/cli/search,110,29
/ignite/cli/tree/main/ignite,103,49
/ignite/cli/pull/3238,90,6
/ignite/cli/pull/3214,82,6
/ignite/cli/pull/3306,72,13
