referrer,views_total,views_unique
github.com,1269,95
Google,763,257
pkg.go.dev,32,6
blog.cosmos.network,30,19
knoldus.go1percent.com,27,4
forum.cosmos.network,17,1
DuckDuckGo,14,7
youtube.com,13,3
Baidu,11,1
gitlab.innovasur.es,10,3
