url_path,views_total,views_unique
/ignite/cli,1493,527
/ignite/cli/pulls,410,30
/ignite/cli/issues,291,63
/ignite/cli/search,192,46
/ignite/cli/tree/develop/ignite,123,54
/ignite/cli/releases,119,49
/ignite/cli/issues/2913,86,19
/ignite/cli/pull/2877,79,15
/ignite/cli/pull/2910,72,9
/ignite/cli/tree/develop/ignite/cmd,48,26
