url_path,views_total,views_unique
/ignite/cli,1535,566
/ignite/cli/pulls,401,29
/ignite/cli/issues,257,61
/ignite/cli/search,165,45
/ignite/cli/tree/develop/ignite,118,56
/ignite/cli/pull/2877,90,13
/ignite/cli/pull/2875,78,8
/ignite/cli/releases,63,41
/ignite/cli/tree/develop/docs,50,38
/ignite/cli/pull/2893,46,8
