url_path,views_total,views_unique
/ignite/cli,1596,569
/ignite/cli/issues,530,86
/ignite/cli/pulls,479,27
/ignite/cli/search,122,35
/ignite/cli/releases,114,50
/ignite/cli/tree/develop/ignite,91,41
/ignite/cli/tree/develop/docs,80,66
/ignite/cli/pull/3066,75,9
/ignite/cli/pull/3105,70,7
/ignite/cli/releases/tag/v0.25.1,56,29
