referrer,views_total,views_unique
github.com,1301,154
Google,1279,353
blog.cosmos.network,50,34
t.co,45,12
medium.com,28,13
gitpod.io,19,9
dev.to,16,1
pkg.go.dev,15,11
youtube.com,15,4
search.brave.com,13,3
