referrer,views_total,views_unique
Google,1052,287
github.com,1026,98
blog.cosmos.network,75,26
pkg.go.dev,67,7
docs.cosmos.network,42,1
gitpod.io,16,5
search.brave.com,13,5
DuckDuckGo,12,5
medium.com,11,6
npmjs.com,9,5
