url_path,views_total,views_unique
/ignite/cli,1384,589
/ignite/cli/pulls,262,25
/ignite/cli/issues,259,57
/ignite/cli/tree/develop/ignite,91,55
/ignite/cli/releases,84,45
/ignite/cli/search,72,28
/ignite/cli/pull/2856,64,6
/ignite/cli/releases/tag/v0.24.0,50,36
/ignite/cli/pull/2850,48,3
/ignite/cli/actions,46,7
