url_path,views_total,views_unique
/ignite/cli,1511,532
/ignite/cli/issues,655,76
/ignite/cli/pulls,574,30
/ignite/cli/search,220,47
/ignite/cli/tree/develop/ignite,141,62
/ignite/cli/tree/develop/docs,135,102
/ignite/cli/releases,125,63
/ignite/cli/pull/3038,120,10
/ignite/cli/pull/2892,75,5
/ignite/cli/tree/develop/ignite/pkg,72,23
