url_path,views_total,views_unique
/ignite/cli,1630,550
/ignite/cli/pulls,651,32
/ignite/cli/issues,572,80
/ignite/cli/search,203,43
/ignite/cli/tree/develop/ignite,151,65
/ignite/cli/tree/develop/docs,143,109
/ignite/cli/pull/3038,123,10
/ignite/cli/releases,111,51
/ignite/cli/pull/2892,75,5
/ignite/cli/pull/3066,58,11
