referrer,views_total,views_unique
github.com,590,77
Google,589,212
pkg.go.dev,62,6
blog.cosmos.network,60,21
docs.cosmos.network,42,1
medium.com,11,7
Bing,9,4
StartPage,9,1
t.co,8,6
gitpod.io,8,5
