url_path,views_total,views_unique
/ignite/cli,1207,391
/ignite/cli/pulls,441,28
/ignite/cli/issues,433,57
/ignite/cli/commits/main,121,5
/ignite/cli/search,115,31
/ignite/cli/releases,104,44
/ignite/cli/tree/main/ignite,90,46
/ignite/cli/pull/3306,74,14
/ignite/cli/pull/3214,72,3
/ignite/cli/pull/3238,70,4
