url_path,views_total,views_unique
/ignite/cli,1297,424
/ignite/cli/pulls,613,35
/ignite/cli/issues,515,72
/ignite/cli/releases,137,52
/ignite/cli/search,117,28
/ignite/cli/tree/main/ignite,108,45
/ignite/cli/pull/3214,94,6
/ignite/cli/commits/main,89,8
/ignite/cli/pull/3238,83,6
/ignite/cli/pull/3306,59,11
