url_path,views_total,views_unique
/ignite/cli,1375,490
/ignite/cli/pulls,744,22
/ignite/cli/issues,468,65
/ignite/cli/search,135,42
/ignite/cli/pull/3208,112,7
/ignite/cli/releases,96,51
/ignite/cli/tree/main/ignite,93,54
/ignite/cli/pull/3183,88,9
/ignite/cli/pull/3192,88,8
/ignite/cli/pull/3181,85,7
