referrer,views_total,views_unique
github.com,1040,102
Google,1002,281
blog.cosmos.network,79,27
pkg.go.dev,66,7
docs.cosmos.network,42,1
gitpod.io,15,4
search.brave.com,14,6
medium.com,11,6
DuckDuckGo,11,4
npmjs.com,9,5
