url_path,views_total,views_unique
/ignite/cli,895,353
/ignite/cli/issues,210,44
/ignite/cli/pulls,149,16
/ignite/cli/commits/main,124,9
/ignite/cli/releases,77,26
/ignite/cli/search,76,22
/ignite/cli/tree/main/ignite,49,28
/ignite/cli/pull/3306,47,11
/ignite/cli/pull/3238,32,4
/ignite/cli/tree/main/ignite/pkg,30,12
