referrer,views_total,views_unique
Google,1092,336
github.com,814,119
blog.cosmos.network,49,32
t.co,32,14
medium.com,31,13
youtube.com,21,5
pkg.go.dev,19,12
DuckDuckGo,17,6
dev.to,16,1
search.brave.com,13,3
