url_path,views_total,views_unique
/ignite/cli,1496,593
/ignite/cli/pulls,379,30
/ignite/cli/issues,271,62
/ignite/cli/search,128,33
/ignite/cli/tree/develop/ignite,115,60
/ignite/cli/pull/2856,76,6
/ignite/cli/pull/2875,64,8
/ignite/cli/actions,58,8
/ignite/cli/releases,56,34
/ignite/cli/pull/2873,47,5
