url_path,views_total,views_unique
/ignite/cli,1357,560
/ignite/cli/pulls,266,26
/ignite/cli/issues,256,56
/ignite/cli/releases,90,43
/ignite/cli/tree/develop/ignite,66,47
/ignite/cli/pull/2856,61,6
/ignite/cli/search,60,25
/ignite/cli/actions,56,7
/ignite/cli/releases/tag/v0.24.0,53,38
/ignite/cli/pull/2850,48,3
