referrer,views_total,views_unique
Google,1169,345
github.com,944,130
blog.cosmos.network,52,36
t.co,41,16
medium.com,27,14
pkg.go.dev,22,14
youtube.com,22,6
DuckDuckGo,16,5
dev.to,16,1
search.brave.com,14,4
